シーズン,集計基準日,打者名,打者球団,投手名,投手球団,対戦打席,対戦打数,安打,本塁打,四球,三振,打率,出塁率,長打率,OPS,サンプル不足フラグ,データの説明
2026,2026-08-16,近藤 健介,ソフトバンク,九里 亜蓮,オリックス,6,4,3,0,1,1,0.75,0.8333,0.75,1.5833,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,近藤 健介,ソフトバンク,鈴木 昭汰,ロッテ,6,6,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,近藤 健介,ソフトバンク,髙島 泰都,オリックス,6,5,4,1,0,1,0.8,0.8333,1.6,2.4333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,近藤 健介,ソフトバンク,柴田 大地,楽天,5,3,0,0,2,0,0.0,0.4,0.0,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,近藤 健介,ソフトバンク,毛利 海大,ロッテ,5,5,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,近藤 健介,ソフトバンク,益田 直也,ロッテ,5,5,1,0,0,0,0.2,0.2,0.4,0.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,近藤 健介,ソフトバンク,細野 晴希,日本ハム,5,4,1,0,1,1,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,近藤 健介,ソフトバンク,鈴木 翔天,楽天,5,5,0,0,0,3,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,鈴木 大地,楽天,九里 亜蓮,オリックス,5,5,1,0,0,0,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,金丸 夢斗,中日,15,12,4,1,1,2,0.3333,0.4,0.5833,0.9833,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,床田 寛樹,広島,10,10,0,0,0,1,0.0,0.0,0.0,0.0,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,マラー,中日,9,9,3,0,0,1,0.3333,0.3333,0.4444,0.7777,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,井上 温大,巨人,8,8,1,0,0,1,0.125,0.125,0.125,0.25,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,村上 頌樹,阪神,8,7,3,1,1,2,0.4286,0.5,1.0,1.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,大竹 耕太郎,阪神,7,6,2,0,1,0,0.3333,0.4286,0.3333,0.7619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,髙橋 遥人,阪神,7,7,1,0,0,2,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,吉村 貢司郎,ヤクルト,6,6,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,小川 泰弘,ヤクルト,6,4,1,0,1,0,0.25,0.5,0.25,0.75,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,才木 浩人,阪神,6,5,2,0,1,1,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,森下 暢仁,広島,6,6,1,0,0,2,0.1667,0.1667,0.3333,0.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,竹丸 和幸,巨人,6,6,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,高橋 奎二,ヤクルト,6,6,4,1,0,0,0.6667,0.6667,1.3333,2.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,中西 聖輝,中日,5,4,1,0,1,1,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,宮﨑 敏郎,DeNA,岡本 駿,広島,5,5,2,0,0,0,0.4,0.4,0.6,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,伏見 寅威,阪神,髙橋 宏斗,中日,8,7,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,伏見 寅威,阪神,マラー,中日,5,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,上川畑 大悟,日本ハム,荘司 康誠,楽天,5,5,2,0,0,0,0.4,0.4,0.4,0.8,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,上川畑 大悟,日本ハム,髙島 泰都,オリックス,5,4,1,0,0,1,0.25,0.25,0.25,0.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,ジャクソン,ロッテ,12,11,2,0,1,4,0.1818,0.25,0.1818,0.4318,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,隅田 知一郎,西武,12,12,4,0,0,1,0.3333,0.3333,0.3333,0.6666,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,加藤 貴之,日本ハム,9,9,1,0,0,2,0.1111,0.1111,0.1111,0.2222,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,荘司 康誠,楽天,9,9,1,0,0,2,0.1111,0.1111,0.2222,0.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,北山 亘基,日本ハム,8,7,1,0,1,1,0.1429,0.25,0.1429,0.3929,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,廣池 康志郎,ロッテ,8,5,1,1,3,2,0.2,0.5,0.8,1.3,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,髙橋 光成,西武,8,6,2,1,1,0,0.3333,0.5,0.8333,1.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,瀧中 瞭太,楽天,7,6,1,0,1,3,0.1667,0.2857,0.3333,0.619,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,上沢 直之,ソフトバンク,6,6,1,0,0,3,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,岸 孝之,楽天,6,6,0,0,0,1,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,松本 晴,ソフトバンク,6,6,1,1,0,3,0.1667,0.1667,0.6667,0.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,伊藤 大海,日本ハム,5,4,1,0,1,0,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,有原 航平,日本ハム,5,5,1,0,0,0,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,菅井 信也,西武,5,3,1,0,2,1,0.3333,0.6,0.3333,0.9333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,森 友哉,オリックス,達 孝太,日本ハム,5,4,1,1,1,2,0.25,0.4,1.0,1.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,古謝 樹,楽天,11,9,1,0,2,0,0.1111,0.2727,0.1111,0.3838,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,髙橋 光成,西武,11,10,0,0,1,3,0.0,0.0909,0.0,0.0909,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,ウレーニャ,楽天,6,6,2,1,0,2,0.3333,0.3333,0.8333,1.1666,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,伊藤 大海,日本ハム,6,3,1,1,3,1,0.3333,0.6667,1.3333,2.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,早川 隆久,楽天,6,4,0,0,2,2,0.0,0.3333,0.0,0.3333,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,有原 航平,日本ハム,6,5,2,0,0,1,0.4,0.5,0.4,0.9,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,渡邉 勇太朗,西武,6,5,0,0,0,2,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,隅田 知一郎,西武,6,6,1,1,0,0,0.1667,0.1667,0.6667,0.8334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,ジェリー,オリックス,5,5,1,0,0,2,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,九里 亜蓮,オリックス,5,3,0,0,2,0,0.0,0.4,0.0,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,毛利 海大,ロッテ,5,4,1,0,1,1,0.25,0.4,0.25,0.65,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,田中 晴也,ロッテ,5,4,2,2,0,1,0.5,0.6,2.0,2.6,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,山川 穂高,ソフトバンク,菅井 信也,西武,5,4,0,0,1,1,0.0,0.2,0.0,0.2,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,隅田 知一郎,西武,11,10,3,0,1,1,0.3,0.3636,0.4,0.7636,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,加藤 貴之,日本ハム,10,9,2,0,1,1,0.2222,0.3,0.2222,0.5222,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,上沢 直之,ソフトバンク,8,8,1,1,0,2,0.125,0.125,0.5,0.625,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,廣池 康志郎,ロッテ,8,7,1,0,0,2,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,瀧中 瞭太,楽天,8,6,2,0,1,1,0.3333,0.375,0.3333,0.7083,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,荘司 康誠,楽天,8,8,2,0,0,4,0.25,0.25,0.25,0.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,達 孝太,日本ハム,8,6,1,0,0,4,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,北山 亘基,日本ハム,6,6,0,0,0,3,0.0,0.0,0.0,0.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,小島 和哉,ロッテ,5,5,1,0,0,0,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,有原 航平,日本ハム,5,5,1,0,0,2,0.2,0.2,0.2,0.4,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,若月 健矢,オリックス,渡邉 勇太朗,西武,5,5,2,0,0,0,0.4,0.4,0.6,1.0,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,清水 優心,日本ハム,古謝 樹,楽天,7,7,1,0,0,0,0.1429,0.1429,0.1429,0.2858,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,淺間 大基,日本ハム,荘司 康誠,楽天,6,6,1,0,0,3,0.1667,0.1667,0.1667,0.3334,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,淺間 大基,日本ハム,瀧中 瞭太,楽天,5,4,2,0,1,0,0.5,0.6,0.75,1.35,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,古謝 樹,楽天,21,18,5,2,2,4,0.2778,0.381,0.6111,0.9921,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,髙橋 光成,西武,20,16,2,1,4,5,0.125,0.3,0.3125,0.6125,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,伊藤 大海,日本ハム,15,14,4,1,1,5,0.2857,0.3333,0.5714,0.9047,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,早川 隆久,楽天,15,14,2,0,1,4,0.1429,0.2,0.1429,0.3429,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,ジェリー,オリックス,11,9,2,0,2,2,0.2222,0.3636,0.3333,0.6969,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,ロング,ロッテ,10,7,1,0,3,1,0.1429,0.4,0.1429,0.5429,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,廣池 康志郎,ロッテ,10,7,2,0,3,0,0.2857,0.5,0.4286,0.9286,いいえ,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,ウレーニャ,楽天,9,7,2,1,2,2,0.2857,0.4444,0.7143,1.1587,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,渡邉 勇太朗,西武,9,8,5,1,1,0,0.625,0.6667,1.0,1.6667,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,菅井 信也,西武,9,7,2,1,2,2,0.2857,0.4444,0.8571,1.3015,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,隅田 知一郎,西武,9,8,1,0,1,3,0.125,0.2222,0.25,0.4722,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,九里 亜蓮,オリックス,8,7,0,0,1,1,0.0,0.125,0.0,0.125,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,北山 亘基,日本ハム,8,8,2,0,0,2,0.25,0.25,0.25,0.5,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,田中 晴也,ロッテ,8,7,1,0,1,1,0.1429,0.25,0.1429,0.3929,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
2026,2026-08-16,栗原 陵矢,ソフトバンク,小島 和哉,ロッテ,7,5,0,0,1,2,0.0,0.1429,0.0,0.1429,はい,当該打者と投手のシーズン対戦成績。打席数が少ない値の解釈に注意。
